"","id","kalimat","label"
"422",422,"jaya selalu rumah keduaku suka suka terima kasih nfi dalam keadaan seperti ini masih bisa mempertahankan kita sebagai karyawan aku tahu itu tidaklah mudah","CEO"
"423",423,"x 3","CEO"
"424",424,"semakin aku yakin nfi adalah rumah ke 2 dan bukan hanya hubungan antara atasan dan karyawan tapi sudah sebagai keluarga","CEO"
"425",425,"x 4","CEO"
"426",426,"di mana sebisa mungkin satu sama lain saling menjaga di saat apapun aku yakin nfi akan selalu sukses di saat kondisi apapun krna mempunyai banyak keluarga di dalam nya love u nfi karna telah memanusiakan manusia suka suka terima kasih pak","CEO"
"427",427,"x 5","CEO"
"428",428,"saya sangat bahagia bekerja pada perusahaan yang sangat bermartabat dan baik hati","CEO"
"429",429,"hormat saya kepada founder bapak dan seluruh direksi yan telah menjadikan rumah ini menjadi rumah kedua yan penuh harmoni","CEO"
"430",430,"suka suka isikan data di bawah atau klik salah satu ikon untuk log in you are commenting using your word press","CEO"
"431",431,"com account 9","CEO"
"432",432,"logout ubah you are commenting using your google account 8","CEO"
"433",433,"logout ubah you are commenting using your twitter account 6","CEO"
"434",434,"logout ubah you are commenting using your facebook account 8","CEO"
"435",435,"x logout ubah connecting to percent s beri tahu saya komentar baru melalui email 4","CEO"
"436",436,"beritahu saya pos pos baru lewat surat elektronik 9","CEO"
"437",437,"c national museum of qatar di penghujung trip terakhir saya di bulan februari saya mengalami hal yang kurang beruntung","CEO"
"438",438,"seharusnya trip saya dari azerbaijan akan berlanjut ke georgia dan armenia lewat jalan darat","CEO"
"439",439,"entah kenapa dari perencanaan sebelumnya sudah merasakan akan ada yang tidak lancar nantinya","CEO"
"440",440,"akhirnya kekhawatiran tersebut terjadi","CEO"
"441",441,"saya tidak bisa melintas lewat jalan darat dan harus segera merubah rencana","CEO"
"442",442,"sempat sedih juga karena rencana perjalanan yang tersisa jadi berantakan dan beberapa biaya terlanjur sudah dikeluarkan termasuk tiket pesawat pulang","CEO"
"443",443,"dalam kondisi seperti inilah penting sekali untuk bisa mempertahankan sikap positif untuk secara jernih mengambil pilihan yang ada dan membalikkan kemalangan menjadi keberuntungan","CEO"
"444",444,"akhirnya setelah menjajaki beberapa alternatif yang ada saya membeli tiket baru dan memutuskan untuk merubah perjalanan ke qatar yang tidak memerlukan visa","CEO"
"445",445,"saya beruntung dapat last minute discount yang lumayan dari satu tempat penginapan yang cukup bagus dan dapat last minute ticket yang harganya cukup masuk akal","CEO"
"446",446,"berangkatlah saya ke doha qatar dan menikmati dua hari yang menyenangkan dengan menjelajahi museum museum di sana","CEO"
"447",447,"saya beruntung bisa belajar dari national museum of qatar tentang sejarah qatar yang membangun diri dari satu area kecil yang kurang diperhitungkan menjadi negara dengan pendapatan per kapita paling tinggi di dunia","CEO"
"448",448,"saya beruntung bisa menikmati berbagai peninggalan peradaban islam dari berbagai area di dunia dan dari berbagai abad di museum of islamic art doha","CEO"
"449",449,"saya beruntung saya terhindar dari riuhnya pembatasan penerbangan dan penutupan perbatasan antar negara sehubungan dengan pandemi covid 19 yang berlangsung beberapa minggu kemudian","CEO"
"450",450,"seandainya saya masih berlanjut dengan rencana perjalanan semula mungkin akan lebih banyak masalah yang akan saya hadapi seperti risiko terinfeksi virus tersebut atau kesulitan mendapatkan tiket pulang sehubungan pembatasan penerbangan","CEO"
"451",451,"pada saat perjalanan di negara negara yang saya lalui belum ada kasus positif covid 19 yang terindentifikasi","CEO"
"452",452,"walaupun gagal menjelajahi georgia dan armenia saya tetap beruntung bisa menikmati perubahan rencana tersebut","CEO"
"453",453,"islamic art museum doha salah satu kegagalan lain dalam hidup saya adalah gagal mendapatkan beasiswa untuk melanjutkan pendidikan pasca sarjana di luar negeri hampir setahun setelah lulus sarjana","CEO"
"454",454,"saat itu saya tidak begitu berminat bekerja di perusahaan","CEO"
"455",455,"mendengarkan cerita cerita suram pengalaman bekerja di perusahaan membuat saya mengambil kesimpulan bahwa perusahaan bukan tempat untuk saya berkarya","CEO"
"456",456,"yang saya dengarkan saat itu adalah perusahaan adalah entitas di mana persaingan mengalahkan pertemanan uang mengalahkan idealisme otak mengalahkan hati","CEO"
"457",457,"terlalu gelap menghabiskan hidup di ruang itu","CEO"
"458",458,"saya ingin jadi pengajar jadi peneliti","CEO"
"459",459,"kegagalan untuk mendapatkan beasiswa untuk melanjutkan pendidikan pasca sarjana menjadi pukulan yang merubah jalan hidup","CEO"
"460",460,"mungkin saya terlalu sombong untuk menapak di jalan yang saya anggap gelap itu","CEO"
"461",461,"mungkin tuhan memang ingin saya menapak di jalan itu untuk kebaikan yang belum saya pahami","CEO"
"462",462,"atas saran pembimbing saya terimakasih prof maggy thenawidjaja suhartono akhirnya saya mencoba menjajaki ruang ruang yang saya anggap gelap","CEO"
"463",463,"saya masih selalu penasaran apakah buku tuhan sedang merenda dengan nama samaran penulis b","CEO"
"464",464,"m","CEO"
"465",465,"thies sebenarnya adalah beliau sendiri bu mts","CEO"
"466",466,"kadang kita yang berada di bawah sulaman itu cuma bisa melihat ruwetnya alur alur benang dari bagian bawah sulaman sementara sang penyulam sedang menyulam karya yang luar biasa bila dilihat dari atas","CEO"
"467",467,"akhirnya saya mendarat di perusahaan yang saya sebut rumah kedua hingga sekarang","CEO"
"468",468,"setahun kemudian saya berhasil mendapatkan beberapa tawaran beasiswa baik untuk bidang biologi molekuler termasuk di salah satu universitas terbaik cornell university maupun bidang manajemen","CEO"
"469",469,"pengalaman setahun berada di perusahaan memanggil saya menekuni jalan yang berbeda","CEO"
"470",470,"saya ingin belajar menemukan terang di ruang ruang yang saya sebut gelap sebelumnya","CEO"
"471",471,"saya ingin belajar membangun perusahaan di mana hati bisa berperan sepenting otak idealisme bisa diteguhkan di tengah kalkulasi profit dan pertemanan bisa dijalin di dunia yang katanya penuh persaingan","CEO"
"472",472,"saya memilih menekuni ilmu manajemen","CEO"
"473",473,"kehausan saya untuk menekuni ilmu ini di kemudian hari membawa saya menyelesaikan pendidikan doktoral untuk bidang ini dan menjelajahi topik number corporaterebel","CEO"
"474",474,"saya terkagum dengan tulisan tulisan gary hamel dalam buku bukunya yang sangat provokatif","CEO"
"475",475,"saya bersyukur bisa bertemu dengan beliau di singapore beberapa tahun yang lalu","CEO"
"476",476,"saya terkagum dengan buku conscious capitalism karya john mackey cofounder whole foods","CEO"
"477",477,"kehausan saya membawa saya mengikuti kuliah malam tentang filsafat di stf driyarkara","CEO"
"478",478,"dari romo herry priyono lewat filsafat ekonomi saya belajar mengenal amartya sen penerima nobel bidang ekonomi","CEO"
"479",479,"dari salah satu dosen idola saya dr","CEO"
"480",480,"karlina supelli saya belajar ide ide gerakan feminisme","CEO"
"481",481,"saya mencoba membangun jembatan antara berbagai ide itu dan ingin menuangkan dalam disertasi saya","CEO"
"482",482,"kendala lintas disiplin ilmu akhirnya membatasi apa yang bisa saya tuangkan dalam disertasi saya","CEO"
"483",483,"saya harus puas dengan memasukkan jiwa dari gagasan gagaasan tersebut dalam disertasi tanpa berhasil dibimbing secara langsung oleh promotor dari ilmu filsafat untuk disertasi di bidang ilmu manajemen","CEO"
"484",484,"kehausan saya untuk melihat lebih banyak perusahaan yang berani menyalakan terang tersebut membawa saya lebih rajin untuk berbagi gagasan tentang membangun tempat kerja yang lebih membuat orang orang bahagia yang lebih memanusiakan manusia","CEO"
"485",485,"with gary hamel di hari hari pandemi ini kita mungkin juga dihadapkan dengan berbagai masalah dan kegagalan","CEO"
"486",486,"sebagian orang dihadapkan dengan kegagalan untuk mempertahankan pekerjaan dan kondisi finansial kegagalan untuk bisa menjalani hidup dengan kondisi sebebas sebelunmya kegagalan untuk meneruskan berbagai rencana yang sudah disusun sebelumnya","CEO"
"487",487,"saya mengingatkan diri saya sendiri mungkin tuhan sedang membelokkan jalan kita untuk lebih menemukan nya dalam ketenangan dalam rutinitas baru yang sedang kita bangun","CEO"
"488",488,"saya mulai lagi menulis yang sudah saya tinggalkan beberapa tahun yang lalu","CEO"
"489",489,"hari hari yang mengurung berbagai kebebasan bisa kita ubah menjadi hari hari yang lebih menyenangkan dan bermanfaat asal kita berani memulai","CEO"
"490",490,"mulai menyapa orang orang yang jarang kita sapa yang mungkin butuh bantuan kita","CEO"
"491",491,"mulai lebih menjaga kesehatan kita dengan lebih memperhatikan nutrisi olahraga dan istirahat yang cukup","CEO"
"492",492,"lebih banyak hari yang bisa dilalui dengan tidur yang cukup","CEO"
"493",493,"dengan bantuan aplikasi fitify olahraga tetap teratur walaupun di rumah","CEO"
"494",494,"mulai menjelajahi rutinitas baru ternyata cukup mengasyikkan seperti menonton drama korea setiap malam sebelum tidur menguji kreativitas dengan menciptakan berbagai resep masakan baru","CEO"
"495",495,"jalan yang dibelokkan membawa banyak hal baru untuk dinikmati","CEO"
"496",496,"buat teman teman yang dengan bijak mengurungkan niatnya untuk mudik tahun ini semoga bisa menikmati hari raya nanti dalam pengalaman baru yang makin bermakna","CEO"
"497",497,"hari hari dengan social distancing masih panjang","CEO"
"498",498,"stay safe tetap semangat kata orang bijak","CEO"
"499",499,"x 6","CEO"
"500",500,"pandemic covid 19 ini sepertinya memaksa kita semua untuk meredifinisi ulang tata kehidupan yang kita jalani","CEO"
"501",501,"mulai dari tata hubungan antar manusia dan manusia dengan alam sekitarnya","CEO"
"502",502,"perlunya kebiasaan hidup bersih dan sehat pola kerja jarak jauh belajar jarak jauh dll yang memanfaatkan arus informasi yang makin mudah perlunya rasa kesetiakawanan sosial yang makin baik dorongan untuk terus berinovasi dengan tantangan baru yang tidak terpikirkan sebelumnya penilaian resiko yag lebih baik serta kebutuhan kedekan umat dengan tuhannya untuk mendapatkan kehidupan spiritual yang lebih baik","CEO"
"503",503,"suka suka isikan data di bawah atau klik salah satu ikon untuk log in you are commenting using your word press 2","CEO"
"504",504,"com account 10","CEO"
"505",505,"logout ubah you are commenting using your google account 9","CEO"
"506",506,"logout ubah you are commenting using your twitter account 7","CEO"
"507",507,"logout ubah you are commenting using your facebook account 9","CEO"
"508",508,"x logout ubah connecting to percent s beri tahu saya komentar baru melalui email 5","CEO"
"509",509,"beritahu saya pos pos baru lewat surat elektronik 10","CEO"
"510",510,"x 7","CEO"
