"","id","kalimat","label"
"399",453,"islamic art museum doha salah satu kegagalan lain dalam hidup saya adalah gagal mendapatkan beasiswa untuk melanjutkan pendidikan pasca sarjana di luar negeri hampir setahun setelah lulus sarjana","CEO"
"400",454,"saat itu saya tidak begitu berminat bekerja di perusahaan","CEO"
"401",455,"mendengarkan cerita cerita suram pengalaman bekerja di perusahaan membuat saya mengambil kesimpulan bahwa perusahaan bukan tempat untuk saya berkarya","CEO"
"402",456,"yang saya dengarkan saat itu adalah perusahaan adalah entitas di mana persaingan mengalahkan pertemanan uang mengalahkan idealisme otak mengalahkan hati","CEO"
"403",457,"terlalu gelap menghabiskan hidup di ruang itu","CEO"
"404",458,"saya ingin jadi pengajar jadi peneliti","CEO"
"405",459,"kegagalan untuk mendapatkan beasiswa untuk melanjutkan pendidikan pasca sarjana menjadi pukulan yang merubah jalan hidup","CEO"
"406",460,"mungkin saya terlalu sombong untuk menapak di jalan yang saya anggap gelap itu","CEO"
"407",461,"mungkin tuhan memang ingin saya menapak di jalan itu untuk kebaikan yang belum saya pahami","CEO"
"408",462,"atas saran pembimbing saya terimakasih prof maggy thenawidjaja suhartono akhirnya saya mencoba menjajaki ruang ruang yang saya anggap gelap","CEO"
"409",463,"saya masih selalu penasaran apakah buku tuhan sedang merenda dengan nama samaran penulis b","CEO"
"410",464,"m","CEO"
"411",465,"thies sebenarnya adalah beliau sendiri bu mts","CEO"
"412",466,"kadang kita yang berada di bawah sulaman itu cuma bisa melihat ruwetnya alur alur benang dari bagian bawah sulaman sementara sang penyulam sedang menyulam karya yang luar biasa bila dilihat dari atas","CEO"
"413",467,"akhirnya saya mendarat di perusahaan yang saya sebut rumah kedua hingga sekarang","CEO"
"414",468,"setahun kemudian saya berhasil mendapatkan beberapa tawaran beasiswa baik untuk bidang biologi molekuler termasuk di salah satu universitas terbaik cornell university maupun bidang manajemen","CEO"
"415",469,"pengalaman setahun berada di perusahaan memanggil saya menekuni jalan yang berbeda","CEO"
"416",470,"saya ingin belajar menemukan terang di ruang ruang yang saya sebut gelap sebelumnya","CEO"
"417",471,"saya ingin belajar membangun perusahaan di mana hati bisa berperan sepenting otak idealisme bisa diteguhkan di tengah kalkulasi profit dan pertemanan bisa dijalin di dunia yang katanya penuh persaingan","CEO"
"418",472,"saya memilih menekuni ilmu manajemen","CEO"
"419",473,"kehausan saya untuk menekuni ilmu ini di kemudian hari membawa saya menyelesaikan pendidikan doktoral untuk bidang ini dan menjelajahi topik number corporaterebel","CEO"
"420",474,"saya terkagum dengan tulisan tulisan gary hamel dalam buku bukunya yang sangat provokatif","CEO"
"421",475,"saya bersyukur bisa bertemu dengan beliau di singapore beberapa tahun yang lalu","CEO"
"422",476,"saya terkagum dengan buku conscious capitalism karya john mackey cofounder whole foods","CEO"
"423",477,"kehausan saya membawa saya mengikuti kuliah malam tentang filsafat di stf driyarkara","CEO"
"424",478,"dari romo herry priyono lewat filsafat ekonomi saya belajar mengenal amartya sen penerima nobel bidang ekonomi","CEO"
"425",479,"dari salah satu dosen idola saya dr","CEO"
"426",480,"karlina supelli saya belajar ide ide gerakan feminisme","CEO"
"427",481,"saya mencoba membangun jembatan antara berbagai ide itu dan ingin menuangkan dalam disertasi saya","CEO"
"428",482,"kendala lintas disiplin ilmu akhirnya membatasi apa yang bisa saya tuangkan dalam disertasi saya","CEO"
"429",483,"saya harus puas dengan memasukkan jiwa dari gagasan gagaasan tersebut dalam disertasi tanpa berhasil dibimbing secara langsung oleh promotor dari ilmu filsafat untuk disertasi di bidang ilmu manajemen","CEO"
"430",484,"kehausan saya untuk melihat lebih banyak perusahaan yang berani menyalakan terang tersebut membawa saya lebih rajin untuk berbagi gagasan tentang membangun tempat kerja yang lebih membuat orang orang bahagia yang lebih memanusiakan manusia","CEO"
"431",485,"with gary hamel di hari hari pandemi ini kita mungkin juga dihadapkan dengan berbagai masalah dan kegagalan","CEO"
"432",486,"sebagian orang dihadapkan dengan kegagalan untuk mempertahankan pekerjaan dan kondisi finansial kegagalan untuk bisa menjalani hidup dengan kondisi sebebas sebelunmya kegagalan untuk meneruskan berbagai rencana yang sudah disusun sebelumnya","CEO"
"433",487,"saya mengingatkan diri saya sendiri mungkin tuhan sedang membelokkan jalan kita untuk lebih menemukan nya dalam ketenangan dalam rutinitas baru yang sedang kita bangun","CEO"
"434",488,"saya mulai lagi menulis yang sudah saya tinggalkan beberapa tahun yang lalu","CEO"
"435",489,"hari hari yang mengurung berbagai kebebasan bisa kita ubah menjadi hari hari yang lebih menyenangkan dan bermanfaat asal kita berani memulai","CEO"
"436",490,"mulai menyapa orang orang yang jarang kita sapa yang mungkin butuh bantuan kita","CEO"
"437",491,"mulai lebih menjaga kesehatan kita dengan lebih memperhatikan nutrisi olahraga dan istirahat yang cukup","CEO"
"438",492,"lebih banyak hari yang bisa dilalui dengan tidur yang cukup","CEO"
"439",493,"dengan bantuan aplikasi fitify olahraga tetap teratur walaupun di rumah","CEO"
"440",494,"mulai menjelajahi rutinitas baru ternyata cukup mengasyikkan seperti menonton drama korea setiap malam sebelum tidur menguji kreativitas dengan menciptakan berbagai resep masakan baru","CEO"
"441",495,"jalan yang dibelokkan membawa banyak hal baru untuk dinikmati","CEO"
"442",496,"buat teman teman yang dengan bijak mengurungkan niatnya untuk mudik tahun ini semoga bisa menikmati hari raya nanti dalam pengalaman baru yang makin bermakna","CEO"
"443",497,"hari hari dengan social distancing masih panjang","CEO"
"444",498,"stay safe tetap semangat kata orang bijak","CEO"
"445",499,"x 6","CEO"
"446",500,"pandemic covid 19 ini sepertinya memaksa kita semua untuk meredifinisi ulang tata kehidupan yang kita jalani","CEO"
"447",501,"mulai dari tata hubungan antar manusia dan manusia dengan alam sekitarnya","CEO"
"448",502,"perlunya kebiasaan hidup bersih dan sehat pola kerja jarak jauh belajar jarak jauh dll yang memanfaatkan arus informasi yang makin mudah perlunya rasa kesetiakawanan sosial yang makin baik dorongan untuk terus berinovasi dengan tantangan baru yang tidak terpikirkan sebelumnya penilaian resiko yag lebih baik serta kebutuhan kedekan umat dengan tuhannya untuk mendapatkan kehidupan spiritual yang lebih baik","CEO"
"449",509,"beritahu saya pos pos baru lewat surat elektronik 10","CEO"
"450",510,"x 7","CEO"
